task_type,query,GT_机构名称,GT_国家,PRED_机构名称,PRED_国家,raw_output,parsed_output
机构和国家,世界卫生组织（WHO）骨密度诊断标准分组,世界卫生组织,,世界卫生组织,,"{""data"": {""result"": ""{\""机构名称\"":\""世界卫生组织\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-c92185d9736c44d7a36cb4804a3cf82b"", ""object"": ""chat.completion"", ""created"": 1781079795, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""世界卫生组织\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 86, ""completion_tokens"": 9, ""total_tokens"": 95}}}","{""机构名称"": ""世界卫生组织"", ""国家"": """"}"
机构和国家,2024ASCO GI公布了哪些早期乳腺癌治疗进展,ASCO GI,,ASCO GI,,"{""data"": {""result"": ""{\""机构名称\"":\""ASCO GI\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-365cc4df4bc945129b0d61d5694aaad6"", ""object"": ""chat.completion"", ""created"": 1781079796, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""ASCO GI\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 90, ""completion_tokens"": 11, ""total_tokens"": 101}}}","{""机构名称"": ""ASCO GI"", ""国家"": """"}"
机构和国家,Staphylococcus aureus clones causing osteomyelitis: a literature review (2000-2020).全文,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-9b738dd596104fc5834fa269f7e8bc60"", ""object"": ""chat.completion"", ""created"": 1781079796, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 106, ""completion_tokens"": 7, ""total_tokens"": 113}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,中国有gbm疫苗的临床试验开展吗？,,中国,,中国,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""中国\""}""}, ""raw_openai"": {""id"": ""chatcmpl-bfc5cf1f5a194864a48264ab2b5903de"", ""object"": ""chat.completion"", ""created"": 1781079797, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""中国\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 86, ""completion_tokens"": 8, ""total_tokens"": 94}}}","{""机构名称"": """", ""国家"": ""中国""}"
机构和国家,EGFR用于nsclc 靶向辅助治疗的临床研究证据是什么,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-36813e65cc834713b562c0e4a29d287c"", ""object"": ""chat.completion"", ""created"": 1781079798, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 89, ""completion_tokens"": 7, ""total_tokens"": 96}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,CACA指南中对于乳腺癌保乳手术的切缘有什么规定,CACA,,CACA,,"{""data"": {""result"": ""{\""机构名称\"":\""CACA\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-918137d70f304717927831b1cd8e9fbe"", ""object"": ""chat.completion"", ""created"": 1781079799, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""CACA\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 90, ""completion_tokens"": 10, ""total_tokens"": 100}}}","{""机构名称"": ""CACA"", ""国家"": """"}"
机构和国家,检索2025年版中国临床肿瘤学会（CSCO）胃肠道间质瘤诊疗指南全文或更新要点。,中国临床肿瘤学会,中国,中国临床肿瘤学会,中国,"{""data"": {""result"": ""{\""机构名称\"":\""中国临床肿瘤学会\"",\""国家\"":\""中国\""}""}, ""raw_openai"": {""id"": ""chatcmpl-4b1ceb995b6a472cab24fe184a89e4c1"", ""object"": ""chat.completion"", ""created"": 1781079800, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""中国临床肿瘤学会\"",\""国家\"":\""中国\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 102, ""completion_tokens"": 13, ""total_tokens"": 115}}}","{""机构名称"": ""中国临床肿瘤学会"", ""国家"": ""中国""}"
机构和国家,肠镜切除息肉出现肠穿孔后多久可以手术？,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-30966283bd074d848d515ff292379101"", ""object"": ""chat.completion"", ""created"": 1781079800, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 89, ""completion_tokens"": 7, ""total_tokens"": 96}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,指南如何建议II期结直肠癌术后的化疗,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-7e495878fc254e308c088ac0eb5d5d19"", ""object"": ""chat.completion"", ""created"": 1781079801, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 87, ""completion_tokens"": 7, ""total_tokens"": 94}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,恶性肠梗阻中国专家共识有啥推荐,,中国,中国专家,中国,"{""data"": {""result"": ""{\""机构名称\"":\""中国专家\"",\""国家\"":\""中国\""}""}, ""raw_openai"": {""id"": ""chatcmpl-3251e7d4c4084ba7b102df43672d7cf5"", ""object"": ""chat.completion"", ""created"": 1781079802, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""中国专家\"",\""国家\"":\""中国\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 85, ""completion_tokens"": 11, ""total_tokens"": 96}}}","{""机构名称"": ""中国专家"", ""国家"": ""中国""}"
机构和国家,不适合移植的套细胞淋巴瘤患者有哪些一线治疗选择?,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-bec8cd281dda439e82c3f7e9028fa1e3"", ""object"": ""chat.completion"", ""created"": 1781079802, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 89, ""completion_tokens"": 7, ""total_tokens"": 96}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,CLSI标准中甲氧苄啶-磺胺甲噁唑的MIC折点,CLSI,,CLSI,,"{""data"": {""result"": ""{\""机构名称\"":\""CLSI\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-835b55b226634458989cb3ae8cf89e90"", ""object"": ""chat.completion"", ""created"": 1781079803, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""CLSI\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 10, ""total_tokens"": 108}}}","{""机构名称"": ""CLSI"", ""国家"": """"}"
机构和国家,欧洲MS发病率,,欧洲,,欧洲,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""欧洲\""}""}, ""raw_openai"": {""id"": ""chatcmpl-5cf82005cc2d4a919a98f17fe54ae531"", ""object"": ""chat.completion"", ""created"": 1781079804, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""欧洲\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 80, ""completion_tokens"": 8, ""total_tokens"": 88}}}","{""机构名称"": """", ""国家"": ""欧洲""}"
机构和国家,IDSA,IDSA,,IDSA,,"{""data"": {""result"": ""{\""机构名称\"":\""IDSA\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-91574c7204064070aff9def2af2f68f6"", ""object"": ""chat.completion"", ""created"": 1781079805, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""IDSA\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 79, ""completion_tokens"": 10, ""total_tokens"": 89}}}","{""机构名称"": ""IDSA"", ""国家"": """"}"
机构和国家,AD的 2011/2018 年的 NIA-AA 标准,NIA-AA,,NIA-AA,,"{""data"": {""result"": ""{\""机构名称\"":\""NIA-AA\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f2a7080ff56c4ea0b89fbfbfa7a765d7"", ""object"": ""chat.completion"", ""created"": 1781079806, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""NIA-AA\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 96, ""completion_tokens"": 11, ""total_tokens"": 107}}}","{""机构名称"": ""NIA-AA"", ""国家"": """"}"
机构和国家,近一个年精神疾病领域的综述有哪些,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-0d8fe1b877c8485a929e12739e389775"", ""object"": ""chat.completion"", ""created"": 1781079806, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 85, ""completion_tokens"": 7, ""total_tokens"": 92}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,以一个外科医生的观点讨论2023版csco结直肠癌诊疗指南中转移性结直肠癌的解读,csco,,csco,,"{""data"": {""result"": ""{\""机构名称\"":\""csco\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-3529c0a8428f456eaa2b9afafd6a7f1d"", ""object"": ""chat.completion"", ""created"": 1781079807, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""csco\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 100, ""completion_tokens"": 10, ""total_tokens"": 110}}}","{""机构名称"": ""csco"", ""国家"": """"}"
机构和国家,"A systematic review supporting the Society for Vascular Surgery, the American Venous Forum, and the American Vein and Lymphatic Society guidelines on the management of varicose veins","Society for Vascular Surgery, American Venous Forum, American Vein and Lymphatic Society",,Society for Vascular Surgery；American Venous Forum；American Vein and Lymphatic Society,,"{""data"": {""result"": ""{\""机构名称\"":\""Society for Vascular Surgery；American Venous Forum；American Vein and Lymphatic Society\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-281899b087a044a9b77330e5b279affb"", ""object"": ""chat.completion"", ""created"": 1781079809, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""Society for Vascular Surgery；American Venous Forum；American Vein and Lymphatic Society\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 113, ""completion_tokens"": 28, ""total_tokens"": 141}}}","{""机构名称"": ""Society for Vascular Surgery；American Venous Forum；American Vein and Lymphatic Society"", ""国家"": """"}"
机构和国家,你好，请帮忙查询10篇关于皮肤护理的病例报道,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-c1479567af914e79bc8353ba3f20fddd"", ""object"": ""chat.completion"", ""created"": 1781079810, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 91, ""completion_tokens"": 7, ""total_tokens"": 98}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,ANSWER研究中，人血白蛋白长期应用于失代偿期肝硬化，死亡风险降低多少？,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-8677460fd9f34caa8eeb889604cb1261"", ""object"": ""chat.completion"", ""created"": 1781079811, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 7, ""total_tokens"": 105}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,甘露醇在脑出血中的用法用量,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-abce4823f2d542009ce29086ae26b4cf"", ""object"": ""chat.completion"", ""created"": 1781079811, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 85, ""completion_tokens"": 7, ""total_tokens"": 92}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,2024ASCO肠癌治疗进展,ASCO,,ASCO,,"{""data"": {""result"": ""{\""机构名称\"":\""ASCO\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-57fea3215a064b0d8d76124d01c8dfbf"", ""object"": ""chat.completion"", ""created"": 1781079812, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""ASCO\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 87, ""completion_tokens"": 10, ""total_tokens"": 97}}}","{""机构名称"": ""ASCO"", ""国家"": """"}"
机构和国家,前列腺癌放射性核素治疗的相关配体有哪些？（例如psma）,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-ebf1ad6aac02476096988fec9c9512cc"", ""object"": ""chat.completion"", ""created"": 1781079813, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 93, ""completion_tokens"": 7, ""total_tokens"": 100}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,检索《中国脑血管病临床管理指南 第2版》全文及相关解读内容。,,中国,中国脑血管病临床管理指南,中国,"{""data"": {""result"": ""{\""机构名称\"":\""中国脑血管病临床管理指南\"",\""国家\"":\""中国\""}""}, ""raw_openai"": {""id"": ""chatcmpl-6f7152210fa2484cb038f00ec559e693"", ""object"": ""chat.completion"", ""created"": 1781079814, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""中国脑血管病临床管理指南\"",\""国家\"":\""中国\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 95, ""completion_tokens"": 15, ""total_tokens"": 110}}}","{""机构名称"": ""中国脑血管病临床管理指南"", ""国家"": ""中国""}"
机构和国家,ESMO大会发表了哪些尿路上皮癌研究？,ESMO,,ESMO,,"{""data"": {""result"": ""{\""机构名称\"":\""ESMO\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-cf488ae3640e41afa1ed1902e6ffaf9d"", ""object"": ""chat.completion"", ""created"": 1781079815, ""model"": ""qwen35-4b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""ESMO\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 88, ""completion_tokens"": 10, ""total_tokens"": 98}}}","{""机构名称"": ""ESMO"", ""国家"": """"}"
