task_type,query,GT_author_name,GT_author_name英文变体,GT_author_institution,PRED_author_name,PRED_author_name英文变体,PRED_author_institution,raw_output,parsed_output
作者和机构,查找北医三院王毅教授托珠单抗治疗甲状腺眼病的文献,王毅,"<variant>Wang Yi</variant>
 <variant>Yi Wang</variant>
 <variant>Wang, Yi</variant>
 <variant>Wang Y.</variant>
 <variant>Wang Y</variant>
 <variant>Y. Wang</variant>
 <variant>Y Wang</variant>
 <variant>W. Yi</variant>
 <variant>Yi W.</variant>",北医三院,"王毅；Wang Yi；Yi Wang；Wang Y.；Y. Wang；Wang, Yi；Yi, Wang；Wang Y；Y Wang；Wang-Yi；Yi-Wang",,北医三院,"{""data"": {""result"": ""{\""author_name\"":\""王毅；Wang Yi；Yi Wang；Wang Y.；Y. Wang；Wang, Yi；Yi, Wang；Wang Y；Y Wang；Wang-Yi；Yi-Wang\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""北医三院\""}""}, ""raw_openai"": {""id"": ""chatcmpl-bdcae46fe5d24b7b8bb3afa860fd062d"", ""object"": ""chat.completion"", ""created"": 1781077398, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""王毅；Wang Yi；Yi Wang；Wang Y.；Y. Wang；Wang, Yi；Yi, Wang；Wang Y；Y Wang；Wang-Yi；Yi-Wang\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""北医三院\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 111, ""completion_tokens"": 66, ""total_tokens"": 177}}}","{""author_name"": ""王毅；Wang Yi；Yi Wang；Wang Y.；Y. Wang；Wang, Yi；Yi, Wang；Wang Y；Y Wang；Wang-Yi；Yi-Wang"", ""author_name英文变体"": """", ""author_institution"": ""北医三院""}"
作者和机构,目前多发性骨髓瘤的维持治疗主要有哪些临床试验正在进行？,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-93da69ec36c548ab9bcd24306f1ed76d"", ""object"": ""chat.completion"", ""created"": 1781077399, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 108, ""completion_tokens"": 15, ""total_tokens"": 123}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,能查到中山大学第五附属医院泌尿外科汤育新教授电子邮箱么？,汤育新,"<variant>Tang Yuxin</variant>
 <variant>Yuxin Tang</variant>
 <variant>Tang Yu-Xin</variant>
 <variant>Yu-Xin Tang</variant>
 <variant>Tang Yu Xin</variant>
 <variant>Yu Xin Tang</variant>
 <variant>Tang, Yuxin</variant>
 <variant>Tang, Yu-Xin</variant>
 <variant>Tang, Yu Xin</variant>
 <variant>Tang Y.</variant>
 <variant>Tang Y</variant>
 <variant>Y. Tang</variant>
 <variant>Y Tang</variant>
 <variant>Tang YX</variant>
 <variant>Tang Y X</variant>
 <variant>Y.X. Tang</variant>
 <variant>Y. X. Tang</variant>
 <variant>Y X Tang</variant>
 <variant>Tang Y.-X.</variant>
 <variant>Tang Y-X</variant>
 <variant>Y.-X. Tang</variant>
 <variant>Y-X Tang</variant>
 <variant>T. Yuxin</variant>
 <variant>Yuxin T.</variant>
 <variant>T. Yu Xin</variant>
 <variant>Yu Xin T.</variant>
 <variant>T. Yu-Xin</variant>
 <variant>Yu-Xin T.</variant>",中山大学第五附属医院泌尿外科,"汤育新；Tang Yixin；Yixin Tang；Tang Yu-Xin；Yu-Xin Tang；Tang Yu Xin；Yu Xin Tang；T. Yixin；Tang, Yixin；T. Yu-Xin；Tang Yu Xin, Yu-Xin；Tang Yu X.；Yu X. Tang",,中山大学第五附属医院泌尿外科,"{""data"": {""result"": ""{\""author_name\"":\""汤育新；Tang Yixin；Yixin Tang；Tang Yu-Xin；Yu-Xin Tang；Tang Yu Xin；Yu Xin Tang；T. Yixin；Tang, Yixin；T. Yu-Xin；Tang Yu Xin, Yu-Xin；Tang Yu X.；Yu X. Tang\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""中山大学第五附属医院泌尿外科\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e10a1da2a5fa428cb4eaff7745bc86a9"", ""object"": ""chat.completion"", ""created"": 1781077401, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""汤育新；Tang Yixin；Yixin Tang；Tang Yu-Xin；Yu-Xin Tang；Tang Yu Xin；Yu Xin Tang；T. Yixin；Tang, Yixin；T. Yu-Xin；Tang Yu Xin, Yu-Xin；Tang Yu X.；Yu X. Tang\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""中山大学第五附属医院泌尿外科\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 108, ""completion_tokens"": 89, ""total_tokens"": 197}}}","{""author_name"": ""汤育新；Tang Yixin；Yixin Tang；Tang Yu-Xin；Yu-Xin Tang；Tang Yu Xin；Yu Xin Tang；T. Yixin；Tang, Yixin；T. Yu-Xin；Tang Yu Xin, Yu-Xin；Tang Yu X.；Yu X. Tang"", ""author_name英文变体"": """", ""author_institution"": ""中山大学第五附属医院泌尿外科""}"
作者和机构,公众急救策略 效果评估 指标体系 综述 OR 社会治理现代化 急救能力 提升 报告 近3年 OR 公众急救 未来发展趋势 论文,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-71b9541571764dfba3281ca648c0b0e2"", ""object"": ""chat.completion"", ""created"": 1781077402, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 130, ""completion_tokens"": 15, ""total_tokens"": 145}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,搜索由默沙东发起的，关于PD-1抑制剂治疗非小细胞肺癌并且状态是已完成的试验。,默沙东,"<variant>MSD</variant>
<variant>Merck Sharp & Dohme</variant>
<variant>Merck Sharp and Dohme</variant>
<variant>Merck & Co.</variant>
<variant>Merck and Co.</variant>
<variant>Merck</variant>",,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f8fe370b0055472a8331e3587fe7afc3"", ""object"": ""chat.completion"", ""created"": 1781077402, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 120, ""completion_tokens"": 15, ""total_tokens"": 135}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,根据江基尧教授团队在《柳叶刀-神经病学》发表的原始研究论文，详细说明中国颅脑创伤（TBI）在2000年至2019年间的发病率、患病率的具体数值、年龄标化发病率和患病率的变化趋势，以及年发病例数和患病例数的具体增幅。研究类型：无限制。发布时间：2019年-至今。影响因子(IF)值:45.5-无限制。,江基尧,"<variant>Jiang Jiyao</variant>
<variant>Jiyao Jiang</variant>
<variant>Jiang Ji-Yao</variant>
<variant>Ji-Yao Jiang</variant>
<variant>J. Jiyao</variant>
<variant>Jiang, Jiyao</variant>
<variant>J. Ji-Yao</variant>
<variant>Jiang Ji Yao</variant>
<variant>Ji Yao Jiang</variant>
<variant>J. Ji Yao</variant>
<variant>Ji-Yao, Jiang</variant>
<variant>Chiang Chi-Yao</variant>
<variant>Chiang, Chi-Yao</variant>",,"江基尧；Jiang Jiyao；Jiyao Jiang；Jiang Ji-Yao；Ji-Yao Jiang；J. Jiyao；Jiang, Jiyao；J. Ji-Yao；Jiang Ji Yao；Ji Yao Jiang；J. Ji Yao；Ji-Yao, Jiang；Chiang Chi-Yao；Chiang, Chi-Yao",,,"{""data"": {""result"": ""{\""author_name\"":\""江基尧；Jiang Jiyao；Jiyao Jiang；Jiang Ji-Yao；Ji-Yao Jiang；J. Jiyao；Jiang, Jiyao；J. Ji-Yao；Jiang Ji Yao；Ji Yao Jiang；J. Ji Yao；Ji-Yao, Jiang；Chiang Chi-Yao；Chiang, Chi-Yao\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-ff150b7ace6d47b8aff991199c9f3a7c"", ""object"": ""chat.completion"", ""created"": 1781077405, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""江基尧；Jiang Jiyao；Jiyao Jiang；Jiang Ji-Yao；Ji-Yao Jiang；J. Jiyao；Jiang, Jiyao；J. Ji-Yao；Jiang Ji Yao；Ji Yao Jiang；J. Ji Yao；Ji-Yao, Jiang；Chiang Chi-Yao；Chiang, Chi-Yao\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 194, ""completion_tokens"": 96, ""total_tokens"": 290}}}","{""author_name"": ""江基尧；Jiang Jiyao；Jiyao Jiang；Jiang Ji-Yao；Ji-Yao Jiang；J. Jiyao；Jiang, Jiyao；J. Ji-Yao；Jiang Ji Yao；Ji Yao Jiang；J. Ji Yao；Ji-Yao, Jiang；Chiang Chi-Yao；Chiang, Chi-Yao"", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,作者是法国的Serratia marcenscens,Serratia marcenscens,"<variant>Serratia Marcenscens</variant>
 <variant>S. Marcenscens</variant>",,"Serratia marcenscens；Serratia marcescens；Serratia M. C.；M. C. Serratia；Serratia, marcescens；Serratia, M. C.；Serratia M. C.",,,"{""data"": {""result"": ""{\""author_name\"":\""Serratia marcenscens；Serratia marcescens；Serratia M. C.；M. C. Serratia；Serratia, marcescens；Serratia, M. C.；Serratia M. C.\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-778414a4af0f44579d696f667bfc89ac"", ""object"": ""chat.completion"", ""created"": 1781077407, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""Serratia marcenscens；Serratia marcescens；Serratia M. C.；M. C. Serratia；Serratia, marcescens；Serratia, M. C.；Serratia M. C.\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 105, ""completion_tokens"": 72, ""total_tokens"": 177}}}","{""author_name"": ""Serratia marcenscens；Serratia marcescens；Serratia M. C.；M. C. Serratia；Serratia, marcescens；Serratia, M. C.；Serratia M. C."", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,请用下方内容生成一个互动病例思维框架：姓名：王某性别：女性年龄：45岁主诉：左侧腰痛伴发热1天。现病史1天前运动后出现左侧腰部疼痛，疼痛间断发作，发作时疼痛剧烈，放射至左下腹及会阴区，伴恶心、呕吐，伴发热，体温最高38.5℃，无肉眼血尿，无尿频、尿急、尿痛等。就诊于外院急诊，行CT提示左肾多发结石、左侧肾门位置异常、左侧输尿管末端结石（约3mm）；予止痛等对症支持治疗后症状缓解。今日症状再次发作，遂就诊于我院急诊，腹部超声提示：左侧肾积水、左侧输尿管上段扩张、左侧肾周积液、左肾多发结石、左侧肾门位置异常。患者近10天食物结合运动减肥，体重下降约5kg。既往史发现左肾结石5年余，最大者大小约2cm，未予特殊处理；否认传染病史，否认心脑血管病史，否认糖尿病、精神病病史，否认手术史，否认外伤史，否认输血史，否认药物、食物过敏史。体格检查生命体征T36.5℃，P88次/分，R18次/分，BP135/85mmHg。一般查体发育正常，营养良好，神志清楚，检查合作。双肺呼吸音正常。心律齐，心脏各瓣音区未闻及病理性杂音。腹平坦，腹式呼吸存在，未见肠型及蠕动波，腹部无压痛，无反跳痛，未触及肿块，无肝脾肿大，无移动性浊音，肠鸣音正常，未闻及血管杂音。脊柱及四肢无畸形，四肢关节无红肿及功能限制。专科查体双侧肋脊角对称，局部无压痛，左肾叩击痛阳性，双侧肾脏均未扪及。沿双侧输尿管走行区无压痛，未扪及肿块。耻骨上膀胱区不充盈，无压痛。辅助检查腹部B超示：左肾上盏可见多发强回声，大者约1.6cm×0.9cm，后方可见快闪伪像，右肾盂及输尿管无扩张；左肾门偏于外上，左肾盂增宽，约1.5cm，输尿管上段宽约0.5cm，中下段显示不清。左肾周可见无回声，厚约0.4cm。提示：左肾盂及输尿管上段扩张、左肾周积液、左肾多发结石、左肾门位置异常（正常变异）。,,,,"王某；Wang Guo；Guo Wang；Wang G.；G. Wang；Wang, Guo；Guo, Wang；Wang-Guo；Guo-Wang",,急诊,"{""data"": {""result"": ""{\""author_name\"":\""王某；Wang Guo；Guo Wang；Wang G.；G. Wang；Wang, Guo；Guo, Wang；Wang-Guo；Guo-Wang\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""急诊\""}""}, ""raw_openai"": {""id"": ""chatcmpl-9505c93b442347f988b881560bd36059"", ""object"": ""chat.completion"", ""created"": 1781077408, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""王某；Wang Guo；Guo Wang；Wang G.；G. Wang；Wang, Guo；Guo, Wang；Wang-Guo；Guo-Wang\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""急诊\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 658, ""completion_tokens"": 57, ""total_tokens"": 715}}}","{""author_name"": ""王某；Wang Guo；Guo Wang；Wang G.；G. Wang；Wang, Guo；Guo, Wang；Wang-Guo；Guo-Wang"", ""author_name英文变体"": """", ""author_institution"": ""急诊""}"
作者和机构,中山大学附属一院匡铭教授在肝癌领域的成果,匡铭,"<variant>Kuang Ming</variant>
 <variant>Ming Kuang</variant>
 <variant>Kuang, Ming</variant>
 <variant>Kuang M.</variant>
 <variant>Kuang M</variant>
 <variant>M. Kuang</variant>
 <variant>M Kuang</variant>
 <variant>K. Ming</variant>
 <variant>Ming K.</variant>",中山大学附属一院,"匡铭；Kuang Ming；Ming Kuang；Kuang M.；M. Kuang；Kuang, Ming；Ming, Kuang；Kuang Ming-Ming；Kuang M. M.；Kuang, M.；M., Kuang",,中山大学附属一院,"{""data"": {""result"": ""{\""author_name\"":\""匡铭；Kuang Ming；Ming Kuang；Kuang M.；M. Kuang；Kuang, Ming；Ming, Kuang；Kuang Ming-Ming；Kuang M. M.；Kuang, M.；M., Kuang\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""中山大学附属一院\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e5a3c6fcc9bc4d2589e087eeefaf4ef0"", ""object"": ""chat.completion"", ""created"": 1781077410, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""匡铭；Kuang Ming；Ming Kuang；Kuang M.；M. Kuang；Kuang, Ming；Ming, Kuang；Kuang Ming-Ming；Kuang M. M.；Kuang, M.；M., Kuang\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""中山大学附属一院\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 106, ""completion_tokens"": 76, ""total_tokens"": 182}}}","{""author_name"": ""匡铭；Kuang Ming；Ming Kuang；Kuang M.；M. Kuang；Kuang, Ming；Ming, Kuang；Kuang Ming-Ming；Kuang M. M.；Kuang, M.；M., Kuang"", ""author_name英文变体"": """", ""author_institution"": ""中山大学附属一院""}"
作者和机构,检索关于“血液系统疾病”在“不明原因血细胞减少”背景下的诊断标准，要求证据为“近10年血液病学临床指南”中关于诊断路径的部分，或“近3年发表于IF≥5期刊、关于其骨髓活检或流式细胞学诊断准确性的系统评价或诊断准确性研究”。,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-bf1f3fad8d584e1d9d2d1bf29cd33ad3"", ""object"": ""chat.completion"", ""created"": 1781077411, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 164, ""completion_tokens"": 15, ""total_tokens"": 179}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,ADRESU临床试验中ADRCs治疗SUI的使用方法以及作用机制,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-52b4d1f4bcbe4945a82a069048609d4b"", ""object"": ""chat.completion"", ""created"": 1781077411, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 110, ""completion_tokens"": 15, ""total_tokens"": 125}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,ASP1570临床试验,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-261e5f030c3847069f678a55dce1d2c0"", ""object"": ""chat.completion"", ""created"": 1781077412, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 101, ""completion_tokens"": 15, ""total_tokens"": 116}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,妊娠期短视频,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-897fe084c46f4e829b9c1772f9bac056"", ""object"": ""chat.completion"", ""created"": 1781077412, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 15, ""total_tokens"": 112}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,江西中医药大学付勇教授对肠易激综合征的研究贡献,付勇,"<variant>Fu Yong</variant>
 <variant>Yong Fu</variant>
 <variant>Fu, Yong</variant>
 <variant>Fu Y.</variant>
 <variant>Fu Y</variant>
 <variant>Y. Fu</variant>
 <variant>Y Fu</variant>
 <variant>F. Yong</variant>
 <variant>Yong F.</variant>",江西中医药大学,"付勇；Fu Yong；Yong Fu；Fu Y.；Y. Fu；Fu, Yong；Yong, Fu；Fu Yong-；Yong-Fu；Fu Y. O.；Y. O. Fu",,江西中医药大学,"{""data"": {""result"": ""{\""author_name\"":\""付勇；Fu Yong；Yong Fu；Fu Y.；Y. Fu；Fu, Yong；Yong, Fu；Fu Yong-；Yong-Fu；Fu Y. O.；Y. O. Fu\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""江西中医药大学\""}""}, ""raw_openai"": {""id"": ""chatcmpl-80530ae3ce3247a1a144d69e2d37065a"", ""object"": ""chat.completion"", ""created"": 1781077414, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""付勇；Fu Yong；Yong Fu；Fu Y.；Y. Fu；Fu, Yong；Yong, Fu；Fu Yong-；Yong-Fu；Fu Y. O.；Y. O. Fu\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""江西中医药大学\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 107, ""completion_tokens"": 65, ""total_tokens"": 172}}}","{""author_name"": ""付勇；Fu Yong；Yong Fu；Fu Y.；Y. Fu；Fu, Yong；Yong, Fu；Fu Yong-；Yong-Fu；Fu Y. O.；Y. O. Fu"", ""author_name英文变体"": """", ""author_institution"": ""江西中医药大学""}"
作者和机构,黎晓新教授眼底病报告,黎晓新,"<variant>Li Xiaoxin</variant>
 <variant>Xiaoxin Li</variant>
 <variant>Li Xiao-Xin</variant>
 <variant>Xiao-Xin Li</variant>
 <variant>Li Xiao Xin</variant>
 <variant>Xiao Xin Li</variant>
 <variant>Li, Xiaoxin</variant>
 <variant>Li, Xiao-Xin</variant>
 <variant>Li, Xiao Xin</variant>
 <variant>Li X.</variant>
 <variant>Li X</variant>
 <variant>X. Li</variant>
 <variant>X Li</variant>
 <variant>Li XX</variant>
 <variant>Li X X</variant>
 <variant>X.X. Li</variant>
 <variant>X. X. Li</variant>
 <variant>X X Li</variant>
 <variant>Li X.-X.</variant>
 <variant>Li X-X</variant>
 <variant>X.-X. Li</variant>
 <variant>X-X Li</variant>
 <variant>L. Xiaoxin</variant>
 <variant>Xiaoxin L.</variant>
 <variant>L. Xiao Xin</variant>
 <variant>Xiao Xin L.</variant>
 <variant>L. Xiao-Xin</variant>
 <variant>Xiao-Xin L.</variant>",,"黎晓新；Li Xiaoxin；Xiaoxin Li；Li Xiao-Xin；Xiao-Xin Li；Li X. Xin；X. Xin Li；Li X. X.；X. X. Li；Li, Xiaoxin；Xiaoxin, Li；Li, Xiao-Xin；Xiao-Xin, Li；Li Xiao Xin；Xiao Xin Li；Li, Xiao Xin",,,"{""data"": {""result"": ""{\""author_name\"":\""黎晓新；Li Xiaoxin；Xiaoxin Li；Li Xiao-Xin；Xiao-Xin Li；Li X. Xin；X. Xin Li；Li X. X.；X. X. Li；Li, Xiaoxin；Xiaoxin, Li；Li, Xiao-Xin；Xiao-Xin, Li；Li Xiao Xin；Xiao Xin Li；Li, Xiao Xin\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-7b8fcff3636f4398aeb970e5b5dee437"", ""object"": ""chat.completion"", ""created"": 1781077417, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""黎晓新；Li Xiaoxin；Xiaoxin Li；Li Xiao-Xin；Xiao-Xin Li；Li X. Xin；X. Xin Li；Li X. X.；X. X. Li；Li, Xiaoxin；Xiaoxin, Li；Li, Xiao-Xin；Xiao-Xin, Li；Li Xiao Xin；Xiao Xin Li；Li, Xiao Xin\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 102, ""completion_tokens"": 103, ""total_tokens"": 205}}}","{""author_name"": ""黎晓新；Li Xiaoxin；Xiaoxin Li；Li Xiao-Xin；Xiao-Xin Li；Li X. Xin；X. Xin Li；Li X. X.；X. X. Li；Li, Xiaoxin；Xiaoxin, Li；Li, Xiao-Xin；Xiao-Xin, Li；Li Xiao Xin；Xiao Xin Li；Li, Xiao Xin"", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,彭全成2020-2026年发表的学术论文检索,彭全成,"<variant>Peng Quancheng</variant>
<variant>Quancheng Peng</variant>
<variant>Peng Quan-Cheng</variant>
<variant>Quan-Cheng Peng</variant>
<variant>Peng Q. Cheng</variant>
<variant>Q. Cheng Peng</variant>
<variant>Peng Q. C.</variant>
<variant>P. Quancheng</variant>
<variant>P. Quan-Cheng</variant>
<variant>Peng, Quancheng</variant>
<variant>Quancheng, Peng</variant>
<variant>Peng, Quan-Cheng</variant>
<variant>Quan-Cheng, Peng</variant>
<variant>P'eng Ch'uan-ch'eng</variant>",,"彭全成；Peng Quancheng；Quancheng Peng；Peng Quan-Cheng；Quan-Cheng Peng；Peng Q. Cheng；Q. Cheng Peng；Peng Q. C.；P. Quancheng；P. Quan-Cheng；Peng, Quancheng；Quancheng, Peng；Peng, Quan-Cheng；Quan-Cheng, Peng；Peng Ch'uan-Ch'eng；Ch'uan-Ch'eng Peng",,,"{""data"": {""result"": ""{\""author_name\"":\""彭全成；Peng Quancheng；Quancheng Peng；Peng Quan-Cheng；Quan-Cheng Peng；Peng Q. Cheng；Q. Cheng Peng；Peng Q. C.；P. Quancheng；P. Quan-Cheng；Peng, Quancheng；Quancheng, Peng；Peng, Quan-Cheng；Quan-Cheng, Peng；Peng Ch'uan-Ch'eng；Ch'uan-Ch'eng Peng\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e5b17a5adb534002a3699137bade95a5"", ""object"": ""chat.completion"", ""created"": 1781077419, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""彭全成；Peng Quancheng；Quancheng Peng；Peng Quan-Cheng；Quan-Cheng Peng；Peng Q. Cheng；Q. Cheng Peng；Peng Q. C.；P. Quancheng；P. Quan-Cheng；Peng, Quancheng；Quancheng, Peng；Peng, Quan-Cheng；Quan-Cheng, Peng；Peng Ch'uan-Ch'eng；Ch'uan-Ch'eng Peng\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 111, ""completion_tokens"": 107, ""total_tokens"": 218}}}","{""author_name"": ""彭全成；Peng Quancheng；Quancheng Peng；Peng Quan-Cheng；Quan-Cheng Peng；Peng Q. Cheng；Q. Cheng Peng；Peng Q. C.；P. Quancheng；P. Quan-Cheng；Peng, Quancheng；Quancheng, Peng；Peng, Quan-Cheng；Quan-Cheng, Peng；Peng Ch'uan-Ch'eng；Ch'uan-Ch'eng Peng"", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,有哪些观察性研究是关于高血压管理的？,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-cccd200493ad48bd8b8b73cd5b6966aa"", ""object"": ""chat.completion"", ""created"": 1781077420, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 103, ""completion_tokens"": 15, ""total_tokens"": 118}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
