task_type,query,GT_机构名称,GT_国家,PRED_机构名称,PRED_国家,raw_output,parsed_output
机构和国家,成人短肠综合征诊疗中国专家共识,,中国,中国专家,中国,"{""data"": {""result"": ""{\""机构名称\"":\""中国专家\"",\""国家\"":\""中国\""}""}, ""raw_openai"": {""id"": ""chatcmpl-ae166357eb874166956feaea74bc088b"", ""object"": ""chat.completion"", ""created"": 1781077669, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""中国专家\"",\""国家\"":\""中国\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 85, ""completion_tokens"": 11, ""total_tokens"": 96}}}","{""机构名称"": ""中国专家"", ""国家"": ""中国""}"
机构和国家,请问caca指南对于直肠癌局部复发的建议？,caca,,CACA,,"{""data"": {""result"": ""{\""机构名称\"":\""CACA\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-035dd67effce4647b70391ad5696dd32"", ""object"": ""chat.completion"", ""created"": 1781077670, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""CACA\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 88, ""completion_tokens"": 10, ""total_tokens"": 98}}}","{""机构名称"": ""CACA"", ""国家"": """"}"
机构和国家,tatme在临床的普及率是多少？,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-0979cb7865b5408f8146eba15d9b30bb"", ""object"": ""chat.completion"", ""created"": 1781077670, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 86, ""completion_tokens"": 7, ""total_tokens"": 93}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,世界卫生组织（WHO）骨密度诊断标准分组,世界卫生组织,,世界卫生组织,,"{""data"": {""result"": ""{\""机构名称\"":\""世界卫生组织\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-dc604e60ceac40c3920a6da35f8251a2"", ""object"": ""chat.completion"", ""created"": 1781077670, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""世界卫生组织\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 86, ""completion_tokens"": 9, ""total_tokens"": 95}}}","{""机构名称"": ""世界卫生组织"", ""国家"": """"}"
机构和国家,2024ASCO GI公布了哪些早期乳腺癌治疗进展,ASCO GI,,ASCO,,"{""data"": {""result"": ""{\""机构名称\"":\""ASCO\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-2666a984e57f4c9f9ead9128011735fb"", ""object"": ""chat.completion"", ""created"": 1781077670, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""ASCO\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 90, ""completion_tokens"": 10, ""total_tokens"": 100}}}","{""机构名称"": ""ASCO"", ""国家"": """"}"
机构和国家,Staphylococcus aureus clones causing osteomyelitis: a literature review (2000-2020).全文,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-811ee91d170e4d2696d707aeabfdd7d5"", ""object"": ""chat.completion"", ""created"": 1781077671, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 106, ""completion_tokens"": 7, ""total_tokens"": 113}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,中国有gbm疫苗的临床试验开展吗？,,中国,,中国,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""中国\""}""}, ""raw_openai"": {""id"": ""chatcmpl-a7939b97919a4ec1b392ff7bbb4fb1c8"", ""object"": ""chat.completion"", ""created"": 1781077671, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""中国\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 86, ""completion_tokens"": 8, ""total_tokens"": 94}}}","{""机构名称"": """", ""国家"": ""中国""}"
机构和国家,EGFR用于nsclc 靶向辅助治疗的临床研究证据是什么,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-6d2e09295ef4489992c95219aacdf929"", ""object"": ""chat.completion"", ""created"": 1781077671, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 89, ""completion_tokens"": 7, ""total_tokens"": 96}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,CACA指南中对于乳腺癌保乳手术的切缘有什么规定,CACA,,CACA,,"{""data"": {""result"": ""{\""机构名称\"":\""CACA\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-30afa2c4c8514647be5d9cab7be81ac0"", ""object"": ""chat.completion"", ""created"": 1781077671, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""CACA\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 90, ""completion_tokens"": 10, ""total_tokens"": 100}}}","{""机构名称"": ""CACA"", ""国家"": """"}"
机构和国家,检索2025年版中国临床肿瘤学会（CSCO）胃肠道间质瘤诊疗指南全文或更新要点。,中国临床肿瘤学会,中国,中国临床肿瘤学会,中国,"{""data"": {""result"": ""{\""机构名称\"":\""中国临床肿瘤学会\"",\""国家\"":\""中国\""}""}, ""raw_openai"": {""id"": ""chatcmpl-85f4205e2c194d3f976570b2fdd084dd"", ""object"": ""chat.completion"", ""created"": 1781077672, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""中国临床肿瘤学会\"",\""国家\"":\""中国\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 102, ""completion_tokens"": 13, ""total_tokens"": 115}}}","{""机构名称"": ""中国临床肿瘤学会"", ""国家"": ""中国""}"
机构和国家,肠镜切除息肉出现肠穿孔后多久可以手术？,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f130d33c3c6742b8b8159d53f34c94e0"", ""object"": ""chat.completion"", ""created"": 1781077672, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 89, ""completion_tokens"": 7, ""total_tokens"": 96}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,指南如何建议II期结直肠癌术后的化疗,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-72017dc8498b4c31ade2a4a85de0158a"", ""object"": ""chat.completion"", ""created"": 1781077672, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 87, ""completion_tokens"": 7, ""total_tokens"": 94}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,恶性肠梗阻中国专家共识有啥推荐,,中国,中国专家,中国,"{""data"": {""result"": ""{\""机构名称\"":\""中国专家\"",\""国家\"":\""中国\""}""}, ""raw_openai"": {""id"": ""chatcmpl-3c538b2f57254499bd7864f3259d6ca7"", ""object"": ""chat.completion"", ""created"": 1781077672, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""中国专家\"",\""国家\"":\""中国\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 85, ""completion_tokens"": 11, ""total_tokens"": 96}}}","{""机构名称"": ""中国专家"", ""国家"": ""中国""}"
机构和国家,不适合移植的套细胞淋巴瘤患者有哪些一线治疗选择?,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-3b2e2a6af3d4470d898a0dafa937c379"", ""object"": ""chat.completion"", ""created"": 1781077673, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 89, ""completion_tokens"": 7, ""total_tokens"": 96}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,CLSI标准中甲氧苄啶-磺胺甲噁唑的MIC折点,CLSI,,CLSI,,"{""data"": {""result"": ""{\""机构名称\"":\""CLSI\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-65e39876a2e9449391785a08aedd46dc"", ""object"": ""chat.completion"", ""created"": 1781077673, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""CLSI\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 10, ""total_tokens"": 108}}}","{""机构名称"": ""CLSI"", ""国家"": """"}"
机构和国家,欧洲MS发病率,,欧洲,,欧洲,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""欧洲\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e5336de6fb7a420bb2bd80e5a535868c"", ""object"": ""chat.completion"", ""created"": 1781077673, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""欧洲\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 80, ""completion_tokens"": 8, ""total_tokens"": 88}}}","{""机构名称"": """", ""国家"": ""欧洲""}"
机构和国家,IDSA,IDSA,,IDSA,,"{""data"": {""result"": ""{\""机构名称\"":\""IDSA\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-aa83c05e521a420c88a31d1ce96a454c"", ""object"": ""chat.completion"", ""created"": 1781077674, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""IDSA\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 79, ""completion_tokens"": 10, ""total_tokens"": 89}}}","{""机构名称"": ""IDSA"", ""国家"": """"}"
机构和国家,AD的 2011/2018 年的 NIA-AA 标准,NIA-AA,,NIA-AA,,"{""data"": {""result"": ""{\""机构名称\"":\""NIA-AA\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-48bf130f42e042d9ab07ca52014f4b06"", ""object"": ""chat.completion"", ""created"": 1781077674, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""NIA-AA\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 96, ""completion_tokens"": 11, ""total_tokens"": 107}}}","{""机构名称"": ""NIA-AA"", ""国家"": """"}"
机构和国家,近一个年精神疾病领域的综述有哪些,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-59679cc46a0a49788abf7a1abba90916"", ""object"": ""chat.completion"", ""created"": 1781077674, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 85, ""completion_tokens"": 7, ""total_tokens"": 92}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,以一个外科医生的观点讨论2023版csco结直肠癌诊疗指南中转移性结直肠癌的解读,csco,,csco,,"{""data"": {""result"": ""{\""机构名称\"":\""csco\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-d0d984dbf1b84581a5c2f7482f44a9ac"", ""object"": ""chat.completion"", ""created"": 1781077674, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""csco\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 100, ""completion_tokens"": 10, ""total_tokens"": 110}}}","{""机构名称"": ""csco"", ""国家"": """"}"
机构和国家,"A systematic review supporting the Society for Vascular Surgery, the American Venous Forum, and the American Vein and Lymphatic Society guidelines on the management of varicose veins","Society for Vascular Surgery, American Venous Forum, American Vein and Lymphatic Society",,"Society for Vascular Surgery, American Venous Forum, American Vein and Lymphatic Society",美国,"{""data"": {""result"": ""{\""机构名称\"":\""Society for Vascular Surgery, American Venous Forum, American Vein and Lymphatic Society\"",\""国家\"":\""美国\""}""}, ""raw_openai"": {""id"": ""chatcmpl-7614567dcfaa4a7aa9de48e475dd4258"", ""object"": ""chat.completion"", ""created"": 1781077675, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""Society for Vascular Surgery, American Venous Forum, American Vein and Lymphatic Society\"",\""国家\"":\""美国\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 113, ""completion_tokens"": 29, ""total_tokens"": 142}}}","{""机构名称"": ""Society for Vascular Surgery, American Venous Forum, American Vein and Lymphatic Society"", ""国家"": ""美国""}"
机构和国家,你好，请帮忙查询10篇关于皮肤护理的病例报道,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-6bf689382dbd4abb9fa630c6954e5526"", ""object"": ""chat.completion"", ""created"": 1781077675, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 91, ""completion_tokens"": 7, ""total_tokens"": 98}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,ANSWER研究中，人血白蛋白长期应用于失代偿期肝硬化，死亡风险降低多少？,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-c656ba829dac4cfa9e68c6ec95501229"", ""object"": ""chat.completion"", ""created"": 1781077676, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 7, ""total_tokens"": 105}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,甘露醇在脑出血中的用法用量,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-521bdf3a45894d7398104198ee0020d0"", ""object"": ""chat.completion"", ""created"": 1781077676, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 85, ""completion_tokens"": 7, ""total_tokens"": 92}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,2024ASCO肠癌治疗进展,ASCO,,ASCO,,"{""data"": {""result"": ""{\""机构名称\"":\""ASCO\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-264509fb9d064f9e9d115c8f512846f3"", ""object"": ""chat.completion"", ""created"": 1781077676, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""ASCO\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 87, ""completion_tokens"": 10, ""total_tokens"": 97}}}","{""机构名称"": ""ASCO"", ""国家"": """"}"
机构和国家,前列腺癌放射性核素治疗的相关配体有哪些？（例如psma）,,,,,"{""data"": {""result"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-d947557a20614eb0afa7f667d26e1dc8"", ""object"": ""chat.completion"", ""created"": 1781077676, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 93, ""completion_tokens"": 7, ""total_tokens"": 100}}}","{""机构名称"": """", ""国家"": """"}"
机构和国家,检索《中国脑血管病临床管理指南 第2版》全文及相关解读内容。,,中国,中国脑血管病临床管理指南,中国,"{""data"": {""result"": ""{\""机构名称\"":\""中国脑血管病临床管理指南\"",\""国家\"":\""中国\""}""}, ""raw_openai"": {""id"": ""chatcmpl-47b6862dec53481d8ab4cc5a9e712b87"", ""object"": ""chat.completion"", ""created"": 1781077677, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""中国脑血管病临床管理指南\"",\""国家\"":\""中国\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 95, ""completion_tokens"": 15, ""total_tokens"": 110}}}","{""机构名称"": ""中国脑血管病临床管理指南"", ""国家"": ""中国""}"
机构和国家,ESMO大会发表了哪些尿路上皮癌研究？,ESMO,,ESMO,,"{""data"": {""result"": ""{\""机构名称\"":\""ESMO\"",\""国家\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-fdc2a9d6fe1946d28f631ed6d7655efa"", ""object"": ""chat.completion"", ""created"": 1781077677, ""model"": ""qwen35-0.8b-org-country"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""机构名称\"":\""ESMO\"",\""国家\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 88, ""completion_tokens"": 10, ""total_tokens"": 98}}}","{""机构名称"": ""ESMO"", ""国家"": """"}"
