task_type,query,GT_filter_start_datetime,GT_filter_end_datetime,GT_filter_start_if,GT_filter_end_if,PRED_filter_start_datetime,PRED_filter_end_datetime,PRED_filter_start_if,PRED_filter_end_if,raw_output,parsed_output
时间和if值,目前有哪些医学研究正在探索个性化医疗的可能性？,2022-01-01,,,,2023-01-01,,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-be21137b875443b6a430de95e1b8a08d"", ""object"": ""chat.completion"", ""created"": 1781062416, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 91, ""completion_tokens"": 29, ""total_tokens"": 120}}}","{""filter_start_datetime"": ""2023-01-01"", ""filter_end_datetime"": """", ""filter_start_if"": """", ""filter_end_if"": """"}"
时间和if值,总结一下Miracle临床研究的最新结果,2022-01-01,,,,2023-01-01,,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-fae3df462abd4624a94991736f9976e2"", ""object"": ""chat.completion"", ""created"": 1781062416, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 88, ""completion_tokens"": 29, ""total_tokens"": 117}}}","{""filter_start_datetime"": ""2023-01-01"", ""filter_end_datetime"": """", ""filter_start_if"": """", ""filter_end_if"": """"}"
时间和if值,肝内胆管癌患者血脂异常比例和普通人血脂异常比例如何,,,,,,,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-fc12131ddc684be793e11aad1d88d2e9"", ""object"": ""chat.completion"", ""created"": 1781062417, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 95, ""completion_tokens"": 18, ""total_tokens"": 113}}}","{""filter_start_datetime"": """", ""filter_end_datetime"": """", ""filter_start_if"": """", ""filter_end_if"": """"}"
时间和if值,esmo结直肠癌最新指南中 针对低位直肠癌的分层治疗策略是什么,2022-01-01,,,,2023-01-01,,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-748b77f4629c4011ade89ba9d8767014"", ""object"": ""chat.completion"", ""created"": 1781062418, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 29, ""total_tokens"": 126}}}","{""filter_start_datetime"": ""2023-01-01"", ""filter_end_datetime"": """", ""filter_start_if"": """", ""filter_end_if"": """"}"
时间和if值,神经外科2000以后的国内外指南共识,2000-01-01,,,,2000-01-01,,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""2000-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-884c73b000144262b63b4422dc0b58b0"", ""object"": ""chat.completion"", ""created"": 1781062418, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""2000-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 91, ""completion_tokens"": 29, ""total_tokens"": 120}}}","{""filter_start_datetime"": ""2000-01-01"", ""filter_end_datetime"": """", ""filter_start_if"": """", ""filter_end_if"": """"}"
时间和if值,是否有卡铂和紫杉醇治疗转移性结直肠癌肉瘤的病例报告？,,,,,,,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-2f0826c3df2041cba9788e46ea3bdb33"", ""object"": ""chat.completion"", ""created"": 1781062419, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 99, ""completion_tokens"": 18, ""total_tokens"": 117}}}","{""filter_start_datetime"": """", ""filter_end_datetime"": """", ""filter_start_if"": """", ""filter_end_if"": """"}"
时间和if值,2023年ESMO年会有哪些值得关注的研究？,2023-01-01,2023-12-31,,,2023-01-01,2023-12-31,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""2023-12-31\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-b4a374754728433e811ba7dded1ced8e"", ""object"": ""chat.completion"", ""created"": 1781062420, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""2023-12-31\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 95, ""completion_tokens"": 40, ""total_tokens"": 135}}}","{""filter_start_datetime"": ""2023-01-01"", ""filter_end_datetime"": ""2023-12-31"", ""filter_start_if"": """", ""filter_end_if"": """"}"
时间和if值,呋喹替尼在国内获批用于crc几线治疗,,,,,,,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-69685fe5e98e4db3988bb8e805bb1a08"", ""object"": ""chat.completion"", ""created"": 1781062420, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 93, ""completion_tokens"": 18, ""total_tokens"": 111}}}","{""filter_start_datetime"": """", ""filter_end_datetime"": """", ""filter_start_if"": """", ""filter_end_if"": """"}"
时间和if值,肥胖最新全球流行病高质量文献,2022-01-01,,3,,2023-01-01,,3.0,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""3.0\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-0216c299508a42f4b2ed72802d231f6d"", ""object"": ""chat.completion"", ""created"": 1781062421, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""3.0\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 88, ""completion_tokens"": 33, ""total_tokens"": 121}}}","{""filter_start_datetime"": ""2023-01-01"", ""filter_end_datetime"": """", ""filter_start_if"": ""3.0"", ""filter_end_if"": """"}"
时间和if值,目前ctDNA在胰腺癌中的应用有哪些?,2023-01-01,,,,2023-01-01,,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f0eb28370d1442a1998988857500935b"", ""object"": ""chat.completion"", ""created"": 1781062422, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 90, ""completion_tokens"": 29, ""total_tokens"": 119}}}","{""filter_start_datetime"": ""2023-01-01"", ""filter_end_datetime"": """", ""filter_start_if"": """", ""filter_end_if"": """"}"
时间和if值,请告诉我AJCC的结肠癌TNM分期表,,,,,,,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-ce2799f08b6f44928e5e74e077faaa7a"", ""object"": ""chat.completion"", ""created"": 1781062422, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 92, ""completion_tokens"": 18, ""total_tokens"": 110}}}","{""filter_start_datetime"": """", ""filter_end_datetime"": """", ""filter_start_if"": """", ""filter_end_if"": """"}"
时间和if值,下肢动脉闭塞症腔内手术中debulking技术的优点和缺点,,,,,,,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-b758036f2e774f868762745478452875"", ""object"": ""chat.completion"", ""created"": 1781062423, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 96, ""completion_tokens"": 18, ""total_tokens"": 114}}}","{""filter_start_datetime"": """", ""filter_end_datetime"": """", ""filter_start_if"": """", ""filter_end_if"": """"}"
时间和if值,糖尿病最新指南,2022-01-01,,,,2023-01-01,,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-8c42320116b5463795eb8825ab9cdce3"", ""object"": ""chat.completion"", ""created"": 1781062424, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 84, ""completion_tokens"": 29, ""total_tokens"": 113}}}","{""filter_start_datetime"": ""2023-01-01"", ""filter_end_datetime"": """", ""filter_start_if"": """", ""filter_end_if"": """"}"
时间和if值,请告诉我指南对于结肠癌TNM分期的阐述,,,,,,,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-818c4a10ef92474a86f6635fd23b53e9"", ""object"": ""chat.completion"", ""created"": 1781062424, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 92, ""completion_tokens"": 18, ""total_tokens"": 110}}}","{""filter_start_datetime"": """", ""filter_end_datetime"": """", ""filter_start_if"": """", ""filter_end_if"": """"}"
时间和if值,近年来，有哪些医学研究在儿童健康领域取得了显著进展？,2022-01-01,,,,2023-01-01,,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-1148e31127ee452884188e8640683b79"", ""object"": ""chat.completion"", ""created"": 1781062425, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 94, ""completion_tokens"": 29, ""total_tokens"": 123}}}","{""filter_start_datetime"": ""2023-01-01"", ""filter_end_datetime"": """", ""filter_start_if"": """", ""filter_end_if"": """"}"
时间和if值,当前医学界在哪些领域取得了突破性的研究进展？,2022-01-01,,,,2023-01-01,,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-b9d84f9119df49529a0d36b90685090e"", ""object"": ""chat.completion"", ""created"": 1781062426, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 93, ""completion_tokens"": 29, ""total_tokens"": 122}}}","{""filter_start_datetime"": ""2023-01-01"", ""filter_end_datetime"": """", ""filter_start_if"": """", ""filter_end_if"": """"}"
时间和if值,kamikawa手术相关新进展,2022-01-01,,,,2023-01-01,,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e942d8caa9764cdf935161239591a8ad"", ""object"": ""chat.completion"", ""created"": 1781062426, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""2023-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 88, ""completion_tokens"": 29, ""total_tokens"": 117}}}","{""filter_start_datetime"": ""2023-01-01"", ""filter_end_datetime"": """", ""filter_start_if"": """", ""filter_end_if"": """"}"
时间和if值,不同类型降血脂机制对肝癌预防效果机制研究现状,2022-01-01,,,,2021-01-01,,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""2021-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-80d42288390a46c3832064d28ac872a0"", ""object"": ""chat.completion"", ""created"": 1781062427, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""2021-01-01\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 92, ""completion_tokens"": 29, ""total_tokens"": 121}}}","{""filter_start_datetime"": ""2021-01-01"", ""filter_end_datetime"": """", ""filter_start_if"": """", ""filter_end_if"": """"}"
时间和if值,法布雷病 心脏超声 指南,,,,,,,,,"{""data"": {""result"": ""{\""filter_start_datetime\"":\""\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-220df210d5d847669e8131fccd33b6c8"", ""object"": ""chat.completion"", ""created"": 1781062428, ""model"": ""qwen35-0.8b-time-if"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""filter_start_datetime\"":\""\"",\""filter_end_datetime\"":\""\"",\""filter_start_if\"":\""\"",\""filter_end_if\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 89, ""completion_tokens"": 18, ""total_tokens"": 107}}}","{""filter_start_datetime"": """", ""filter_end_datetime"": """", ""filter_start_if"": """", ""filter_end_if"": """"}"
